"시점","행정구역별(읍면동)","연령별",총인구(명),총인구_남자(명),총인구_여자(명)
"2019","세종특별자치시","15세미만",67563,34294,33269
"2019","세종특별자치시","65세이상",30280,13148,17132
"2019","경기도","합계",13300900,6740448,6560452
"2019","경기도","15~19세",684717,353116,331601
"2019","경기도","20~24세",834387,444948,389439
"2019","경기도","25~29세",953622,517879,435743
"2019","경기도","30~34세",906611,483344,423267
"2019","경기도","35~39세",1118336,582039,536297
"2019","경기도","40~44세",1079145,554175,524970
"2019","경기도","45~49세",1214187,619038,595149
"2019","경기도","50~54세",1138512,572780,565732
"2019","경기도","55~59세",1073487,544882,528605
"2019","경기도","60~64세",856522,428906,427616
"2019","경기도","15세미만",1811514,928861,882653
"2019","경기도","65세이상",1629860,710480,919380
"2019","강원특별자치도","합계",1520127,767717,752410
"2019","강원특별자치도","15~19세",79998,42385,37613
"2019","강원특별자치도","20~24세",102735,58406,44329
"2019","강원특별자치도","25~29세",87962,50362,37600
"2019","강원특별자치도","30~34세",76364,41162,35202
"2019","강원특별자치도","35~39세",95332,49118,46214
"2019","강원특별자치도","40~44세",99749,50936,48813
"2019","강원특별자치도","45~49세",122187,63420,58767
"2019","강원특별자치도","50~54세",125605,64518,61087
"2019","강원특별자치도","55~59세",137387,69326,68061
"2019","강원특별자치도","60~64세",128720,64683,64037
"2019","강원특별자치도","15세미만",171615,88287,83328
"2019","강원특별자치도","65세이상",292473,125114,167359
"2019","충청북도","합계",1629343,832543,796800
"2019","충청북도","15~19세",87200,46116,41084
"2019","충청북도","20~24세",115325,64204,51121
"2019","충청북도","25~29세",107289,62250,45039
"2019","충청북도","30~34세",96888,53193,43695
"2019","충청북도","35~39세",115928,61457,54471
"2019","충청북도","40~44세",113640,59283,54357
"2019","충청북도","45~49세",130855,67998,62857
"2019","충청북도","50~54세",137475,70336,67139
"2019","충청북도","55~59세",135596,69416,66180
"2019","충청북도","60~64세",121813,61505,60308
"2019","충청북도","15세미만",200180,102758,97422
"2019","충청북도","65세이상",267154,114027,153127
"2019","충청남도","합계",2188649,1124678,1063971
"2019","충청남도","15~19세",118253,61663,56590
"2019","충청남도","20~24세",146308,79091,67217
"2019","충청남도","25~29세",136534,78016,58518
"2019","충청남도","30~34세",137629,76834,60795
"2019","충청남도","35~39세",167421,90855,76566
"2019","충청남도","40~44세",158686,85226,73460
"2019","충청남도","45~49세",175448,94308,81140
"2019","충청남도","50~54세",169756,89458,80298
"2019","충청남도","55~59세",172052,89402,82650
"2019","충청남도","60~64세",148630,74683,73947
"2019","충청남도","15세미만",281398,144716,136682
"2019","충청남도","65세이상",376534,160426,216108
"2019","전라북도","합계",1807423,902704,904719
"2019","전라북도","15~19세",101942,53956,47986
"2019","전라북도","20~24세",124548,69242,55306
"2019","전라북도","25~29세",103749,56701,47048
"2019","전라북도","30~34세",89313,46712,42601
"2019","전라북도","35~39세",114218,58694,55524
"2019","전라북도","40~44세",120833,61886,58947
"2019","전라북도","45~49세",147802,76470,71332
"2019","전라북도","50~54세",146460,75420,71040
"2019","전라북도","55~59세",149653,75865,73788
"2019","전라북도","60~64세",133798,66591,67207
"2019","전라북도","15세미만",215417,110972,104445
"2019","전라북도","65세이상",359690,150195,209495
"2019","전라남도","합계",1787543,901813,885730
"2019","전라남도","15~19세",89719,48107,41612
"2019","전라남도","20~24세",98558,58143,40415
"2019","전라남도","25~29세",93860,52690,41170
"2019","전라남도","30~34세",85624,45848,39776
"2019","전라남도","35~39세",112547,59756,52791
"2019","전라남도","40~44세",115357,61069,54288
"2019","전라남도","45~49세",140542,75064,65478
"2019","전라남도","50~54세",147736,78917,68819
"2019","전라남도","55~59세",153304,79092,74212
"2019","전라남도","60~64세",137983,69758,68225
"2019","전라남도","15세미만",212598,108854,103744
"2019","전라남도","65세이상",399715,164515,235200
"2019","경상북도","합계",2668154,1352404,1315750
"2019","경상북도","15~19세",133650,71926,61724
"2019","경상북도","20~24세",164796,94430,70366
"2019","경상북도","25~29세",151259,87349,63910
"2019","경상북도","30~34세",143954,80198,63756
"2019","경상북도","35~39세",180096,95456,84640
"2019","경상북도","40~44세",176851,92763,84088
"2019","경상북도","45~49세",210989,109796,101193
"2019","경상북도","50~54세",220540,113525,107015
"2019","경상북도","55~59세",234911,119566,115345
"2019","경상북도","60~64세",211954,105889,106065
"2019","경상북도","15세미만",305576,158353,147223
"2019","경상북도","65세이상",533578,223153,310425
"2019","경상남도","합계",3347209,1703892,1643317
"2019","경상남도","15~19세",167002,89778,77224
"2019","경상남도","20~24세",192416,111647,80769
"2019","경상남도","25~29세",196129,111070,85059
"2019","경상남도","30~34세",194809,107879,86930
"2019","경상남도","35~39세",257405,136227,121178
"2019","경상남도","40~44세",250743,130884,119859
"2019","경상남도","45~49세",291703,150515,141188
"2019","경상남도","50~54세",289172,147229,141943
"2019","경상남도","55~59세",286323,145052,141271
"2019","경상남도","60~64세",248003,124073,123930
"2019","경상남도","15세미만",440919,227408,213511
"2019","경상남도","65세이상",532585,222130,310455
"2019","제주특별자치도","합계",665048,336598,328450
"2019","제주특별자치도","15~19세",35120,18533,16587
"2019","제주특별자치도","20~24세",39681,21948,17733
"2019","제주특별자치도","25~29세",42615,23141,19474
"2019","제주특별자치도","30~34세",38640,20202,18438
"2019","제주특별자치도","35~39세",52071,26633,25438
"2019","제주특별자치도","40~44세",51564,26618,24946
"2019","제주특별자치도","45~49세",60650,31477,29173
"2019","제주특별자치도","50~54세",55216,28916,26300
"2019","제주특별자치도","55~59세",51721,26431,25290
"2019","제주특별자치도","60~64세",43485,21772,21713
"2019","제주특별자치도","15세미만",96815,50026,46789
"2019","제주특별자치도","65세이상",97470,40901,56569
"2020","전국","합계",51829136,25915207,25913929
"2020","전국","15~19세",2449561,1271404,1178157
"2020","전국","20~24세",3364804,1762135,1602669
"2020","전국","25~29세",3666212,1959723,1706489
"2020","전국","30~34세",3301331,1742483,1558848
"2020","전국","35~39세",3805470,1970249,1835221
"2020","전국","40~44세",3906665,1997630,1909035
"2020","전국","45~49세",4325697,2196042,2129655
"2020","전국","50~54세",4372054,2195060,2176994
"2020","전국","55~59세",4210645,2109380,2101265
"2020","전국","60~64세",3885297,1912792,1972505
"2020","전국","15세미만",6254157,3213380,3040777
"2020","전국","65세이상",8287243,3584929,4702314
"2020","서울특별시","합계",9586195,4647733,4938462
"2020","서울특별시","15~19세",408748,206091,202657
"2020","서울특별시","20~24세",664188,308209,355979
"2020","서울특별시","25~29세",835286,406953,428333
"2020","서울특별시","30~34세",734952,367172,367780
"2020","서울특별시","35~39세",745117,375820,369297
"2020","서울특별시","40~44세",709736,353683,356053
"2020","서울특별시","45~49세",783563,388580,394983
"2020","서울특별시","50~54세",773582,378429,395153
"2020","서울특별시","55~59세",743817,360318,383499
"2020","서울특별시","60~64세",712641,337235,375406
"2020","서울특별시","15세미만",975117,501240,473877
"2020","서울특별시","65세이상",1499448,664003,835445
"2020","부산광역시","합계",3349016,1638751,1710265
"2020","부산광역시","15~19세",144199,74893,69306
"2020","부산광역시","20~24세",218047,112542,105505
"2020","부산광역시","25~29세",226843,119788,107055
"2020","부산광역시","30~34세",192718,100029,92689
"2020","부산광역시","35~39세",227062,116286,110776
"2020","부산광역시","40~44세",236830,120485,116345
"2020","부산광역시","45~49세",260800,129863,130937
"2020","부산광역시","50~54세",273734,132689,141045
"2020","부산광역시","55~59세",281623,134264,147359
"2020","부산광역시","60~64세",291543,137595,153948
"2020","부산광역시","15세미만",356727,183161,173566
"2020","부산광역시","65세이상",638890,277156,361734
"2020","대구광역시","합계",2410700,1190271,1220429
"2020","대구광역시","15~19세",120738,63343,57395
"2020","대구광역시","20~24세",164883,87519,77364
"2020","대구광역시","25~29세",163122,88145,74977
"2020","대구광역시","30~34세",138022,74266,63756
"2020","대구광역시","35~39세",160788,81511,79277
"2020","대구광역시","40~44세",175075,87078,87997
"2020","대구광역시","45~49세",204666,100187,104479
"2020","대구광역시","50~54세",214621,104875,109746
"2020","대구광역시","55~59세",206714,100742,105972
"2020","대구광역시","60~64세",185094,89740,95354
"2020","대구광역시","15세미만",282698,145454,137244
"2020","대구광역시","65세이상",394279,167411,226868
"2020","인천광역시","합계",2945454,1477064,1468390
"2020","인천광역시","15~19세",137257,70521,66736
"2020","인천광역시","20~24세",183896,95592,88304
"2020","인천광역시","25~29세",218574,115347,103227
"2020","인천광역시","30~34세",194775,102684,92091
"2020","인천광역시","35~39세",225743,117514,108229
"2020","인천광역시","40~44세",230990,119057,111933
"2020","인천광역시","45~49세",251386,127783,123603
"2020","인천광역시","50~54세",255672,126290,129382
"2020","인천광역시","55~59세",255044,127389,127655
"2020","인천광역시","60~64세",222461,110882,111579
"2020","인천광역시","15세미만",364061,186944,177117
"2020","인천광역시","65세이상",405595,177061,228534
"2020","광주광역시","합계",1477573,734140,743433
"2020","광주광역시","15~19세",81777,42398,39379
"2020","광주광역시","20~24세",113852,59055,54797
"2020","광주광역시","25~29세",106966,56242,50724
"2020","광주광역시","30~34세",86109,44639,41470
"2020","광주광역시","35~39세",106220,54072,52148
"2020","광주광역시","40~44세",115100,57375,57725
"2020","광주광역시","45~49세",128960,64319,64641
"2020","광주광역시","50~54세",126078,63089,62989
"2020","광주광역시","55~59세",111673,55684,55989
"2020","광주광역시","60~64세",98575,48116,50459
"2020","광주광역시","15세미만",194754,100309,94445
"2020","광주광역시","65세이상",207509,88842,118667
"2020","대전광역시","합계",1488435,744349,744086
"2020","대전광역시","15~19세",83574,43616,39958
"2020","대전광역시","20~24세",123236,63832,59404
"2020","대전광역시","25~29세",113202,61378,51824
"2020","대전광역시","30~34세",92626,49509,43117
"2020","대전광역시","35~39세",103463,52723,50740
"2020","대전광역시","40~44세",109803,54504,55299
"2020","대전광역시","45~49세",125131,62357,62774
"2020","대전광역시","50~54세",124672,62086,62586
"2020","대전광역시","55~59세",115148,57176,57972
"2020","대전광역시","60~64세",104664,51199,53465
"2020","대전광역시","15세미만",183773,94419,89354
"2020","대전광역시","65세이상",209143,91550,117593
"2020","울산광역시","합계",1135423,585978,549445
"2020","울산광역시","15~19세",54045,29197,24848
"2020","울산광역시","20~24세",67960,39258,28702
"2020","울산광역시","25~29세",75712,42971,32741
"2020","울산광역시","30~34세",70942,39071,31871
"2020","울산광역시","35~39세",86575,45468,41107
"2020","울산광역시","40~44세",90201,46999,43202
"2020","울산광역시","45~49세",98136,48975,49161
"2020","울산광역시","50~54세",107401,53606,53795
"2020","울산광역시","55~59세",102721,53128,49593
"2020","울산광역시","60~64세",86667,43835,42832
"2020","울산광역시","15세미만",154293,79661,74632
"2020","울산광역시","65세이상",140770,63809,76961
"2020","세종특별자치시","합계",353933,177939,175994
"2020","세종특별자치시","15~19세",18999,9479,9520
"2020","세종특별자치시","20~24세",21654,11579,10075
"2020","세종특별자치시","25~29세",21226,11062,10164
"2020","세종특별자치시","30~34세",26074,12939,13135
"2020","세종특별자치시","35~39세",34999,17146,17853
"2020","세종특별자치시","40~44세",35241,17500,17741
"2020","세종특별자치시","45~49세",31435,16567,14868
"2020","세종특별자치시","50~54세",23999,12552,11447
"2020","세종특별자치시","55~59세",20097,10322,9775
"2020","세종특별자치시","60~64세",17376,8657,8719
"2020","세종특별자치시","15세미만",69840,35584,34256
"2020","세종특별자치시","65세이상",32993,14552,18441
"2020","경기도","합계",13511676,6828367,6683309
"2020","경기도","15~19세",654522,335837,318685
"2020","경기도","20~24세",847646,444969,402677
"2020","경기도","25~29세",980796,531660,449136
"2020","경기도","30~34세",919054,489226,429828
"2020","경기도","35~39세",1083739,564534,519205
"2020","경기도","40~44세",1107785,568811,538974
"2020","경기도","45~49세",1195611,608441,587170
"2020","경기도","50~54세",1166575,585288,581287
"2020","경기도","55~59세",1079402,546744,532658
"2020","경기도","60~64세",923711,462472,461239
"2020","경기도","15세미만",1794750,919684,875066
"2020","경기도","65세이상",1758085,770701,987384
"2020","강원특별자치도","합계",1521763,767674,754089
"2020","강원특별자치도","15~19세",72734,38538,34196
"2020","강원특별자치도","20~24세",99186,56128,43058
"2020","강원특별자치도","25~29세",89166,51128,38038
"2020","강원특별자치도","30~34세",76486,41298,35188
"2020","강원특별자치도","35~39세",90838,47094,43744
"2020","강원특별자치도","40~44세",100087,50766,49321
"2020","강원특별자치도","45~49세",118985,61442,57543
"2020","강원특별자치도","50~54세",128191,66334,61857
"2020","강원특별자치도","55~59세",132525,66983,65542
"2020","강원특별자치도","60~64세",136174,68011,68163
"2020","강원특별자치도","15세미만",168414,86491,81923
"2020","강원특별자치도","65세이상",308977,133461,175516
"2020","충청북도","합계",1632088,833819,798269
"2020","충청북도","15~19세",80349,42301,38048
"2020","충청북도","20~24세",112671,62251,50420
"2020","충청북도","25~29세",110612,64492,46120
"2020","충청북도","30~34세",96749,53535,43214
"2020","충청북도","35~39세",111096,58944,52152
"2020","충청북도","40~44세",114380,59730,54650
"2020","충청북도","45~49세",128136,66220,61916
"2020","충청북도","50~54세",137809,70557,67252
"2020","충청북도","55~59세",135185,69535,65650
"2020","충청북도","60~64세",128155,64654,63501
"2020","충청북도","15세미만",195922,100621,95301
"2020","충청북도","65세이상",281024,120979,160045
"2020","충청남도","합계",2176636,1117575,1059061
"2020","충청남도","15~19세",107031,55685,51346
"2020","충청남도","20~24세",138808,74858,63950
"2020","충청남도","25~29세",135452,77631,57821
"2020","충청남도","30~34세",134317,74888,59429
"2020","충청남도","35~39세",158471,86058,72413
"2020","충청남도","40~44세",161373,86684,74689
"2020","충청남도","45~49세",172495,92159,80336
"2020","충청남도","50~54세",170448,89941,80507
"2020","충청남도","55~59세",170461,89158,81303
"2020","충청남도","60~64세",157804,79367,78437
"2020","충청남도","15세미만",274828,141401,133427
"2020","충청남도","65세이상",395148,169745,225403
"2020","전라북도","합계",1802766,899058,903708
"2020","전라북도","15~19세",93811,49481,44330
"2020","전라북도","20~24세",123972,68339,55633
"2020","전라북도","25~29세",105427,57718,47709
"2020","전라북도","30~34세",88247,46489,41758
"2020","전라북도","35~39세",107281,55044,52237
"2020","전라북도","40~44세",120614,61651,58963
"2020","전라북도","45~49세",143786,74113,69673
"2020","전라북도","50~54세",148011,76304,71707
"2020","전라북도","55~59세",145176,74026,71150
"2020","전라북도","60~64세",141250,70209,71041
"2020","전라북도","15세미만",209198,107616,101582
"2020","전라북도","65세이상",375993,158068,217925
"2020","전라남도","합계",1788807,903281,885526
"2020","전라남도","15~19세",82241,44067,38174
"2020","전라남도","20~24세",97640,57331,40309
"2020","전라남도","25~29세",96754,55301,41453
"2020","전라남도","30~34세",84693,45672,39021
"2020","전라남도","35~39세",106686,56818,49868
"2020","전라남도","40~44세",116437,61549,54888
"2020","전라남도","45~49세",136028,72514,63514
"2020","전라남도","50~54세",148786,79427,69359
"2020","전라남도","55~59세",150095,78187,71908
"2020","전라남도","60~64세",146835,74218,72617
"2020","전라남도","15세미만",208760,106884,101876
"2020","전라남도","65세이상",413852,171313,242539
"2020","경상북도","합계",2644757,1338823,1305934
"2020","경상북도","15~19세",120322,64905,55417
"2020","경상북도","20~24세",158436,90539,67897
"2020","경상북도","25~29세",149097,86470,62627
"2020","경상북도","30~34세",139326,77569,61757
"2020","경상북도","35~39세",168255,89176,79079
"2020","경상북도","40~44세",176603,92576,84027
"2020","경상북도","45~49세",204225,106083,98142
"2020","경상북도","50~54세",221464,114100,107364
"2020","경상북도","55~59세",228605,116897,111708
"2020","경상북도","60~64세",224079,112126,111953
"2020","경상북도","15세미만",296691,153642,143049
"2020","경상북도","65세이상",557654,234740,322914
"2020","경상남도","합계",3333056,1692212,1640844
"2020","경상남도","15~19세",155935,83440,72495
"2020","경상남도","20~24세",188811,108384,80427
"2020","경상남도","25~29세",194483,110005,84478
"2020","경상남도","30~34세",187590,103442,84148
"2020","경상남도","35~39세",239226,126641,112585
"2020","경상남도","40~44세",253786,132265,121521
"2020","경상남도","45~49세",282901,145662,137239
"2020","경상남도","50~54세",293790,149729,144061
"2020","경상남도","55~59세",280683,142317,138366
"2020","경상남도","60~64세",262593,131550,131043
"2020","경상남도","15세미만",428355,220840,207515
"2020","경상남도","65세이상",564903,237937,326966
"2020","제주특별자치도","합계",670858,338173,332685
"2020","제주특별자치도","15~19세",33279,17612,15667
"2020","제주특별자치도","20~24세",39918,21750,18168
"2020","제주특별자치도","25~29세",43494,23432,20062
"2020","제주특별자치도","30~34세",38651,20055,18596
"2020","제주특별자치도","35~39세",49911,25400,24511
"2020","제주특별자치도","40~44세",52624,26917,25707
"2020","제주특별자치도","45~49세",59453,30777,28676
"2020","제주특별자치도","50~54세",57221,29764,27457
"2020","제주특별자치도","55~59세",51676,26510,25166
"2020","제주특별자치도","60~64세",45675,22926,22749
"2020","제주특별자치도","15세미만",95976,49429,46547
"2020","제주특별자치도","65세이상",102980,43601,59379
"2021","전국","합계",51738071,25850044,25888027
"2021","전국","15~19세",2313299,1198911,1114388
"2021","전국","20~24세",3223654,1681183,1542471
"2021","전국","25~29세",3663127,1954718,1708409
"2021","전국","30~34세",3332272,1759768,1572504
"2021","전국","35~39세",3622347,1877724,1744623
"2021","전국","40~44세",3981710,2038116,1943594
"2021","전국","45~49세",4134223,2100431,2033792
"2021","전국","50~54세",4477633,2243979,2233654
"2021","전국","55~59세",4097916,2064943,2032973
"2021","전국","60~64세",4097858,2016321,2081537
"2021","전국","15세미만",6087471,3125597,2961874
"2021","전국","65세이상",8706561,3788353,4918208
"2021","서울특별시","합계",9472127,4584251,4887876
"2021","서울특별시","15~19세",382368,192797,189571
"2021","서울특별시","20~24세",638048,293222,344826
"2021","서울특별시","25~29세",832518,402877,429641
"2021","서울특별시","30~34세",736967,367728,369239
"2021","서울특별시","35~39세",706701,355541,351160
"2021","서울특별시","40~44세",714467,356604,357863
"2021","서울특별시","45~49세",736451,365576,370875
"2021","서울특별시","50~54세",789330,385892,403438
"2021","서울특별시","55~59세",712584,348429,364155
"2021","서울특별시","60~64세",725537,343100,382437
"2021","서울특별시","15세미만",932766,479256,453510
"2021","서울특별시","65세이상",1564390,693229,871161
"2021","부산광역시","합계",3324335,1624745,1699590
"2021","부산광역시","15~19세",133751,69252,64499
"2021","부산광역시","20~24세",208829,107261,101568
"2021","부산광역시","25~29세",225547,118753,106794
"2021","부산광역시","30~34세",195096,101304,93792
"2021","부산광역시","35~39세",212116,108897,103219
"2021","부산광역시","40~44세",243155,123791,119364
"2021","부산광역시","45~49세",246880,123585,123295
"2021","부산광역시","50~54세",275962,133756,142206
"2021","부산광역시","55~59세",266432,128220,138212
"2021","부산광역시","60~64세",299182,140499,158683
"2021","부산광역시","15세미만",347277,178205,169072
"2021","부산광역시","65세이상",670108,291222,378886
"2021","대구광역시","합계",2387911,1177420,1210491
"2021","대구광역시","15~19세",111424,58469,52955
"2021","대구광역시","20~24세",158547,83644,74903
"2021","대구광역시","25~29세",162309,87198,75111
"2021","대구광역시","30~34세",138675,74734,63941
"2021","대구광역시","35~39세",150689,77251,73438
"2021","대구광역시","40~44세",175521,87145,88376
"2021","대구광역시","45~49세",193349,94993,98356
"2021","대구광역시","50~54세",216592,105452,111140
"2021","대구광역시","55~59세",199334,97690,101644
"2021","대구광역시","60~64세",194611,94073,100538
"2021","대구광역시","15세미만",273006,140256,132750
"2021","대구광역시","65세이상",413854,176515,237339
"2021","인천광역시","합계",2957044,1482202,1474842
"2021","인천광역시","15~19세",131154,67406,63748
"2021","인천광역시","20~24세",175046,91028,84018
"2021","인천광역시","25~29세",217238,114544,102694
"2021","인천광역시","30~34세",200102,105470,94632
"2021","인천광역시","35~39세",216944,113101,103843
"2021","인천광역시","40~44세",238433,123174,115259
"2021","인천광역시","45~49세",241442,123109,118333
"2021","인천광역시","50~54세",260690,128983,131707
"2021","인천광역시","55~59세",248673,123871,124802
"2021","인천광역시","60~64세",238398,118726,119672
"2021","인천광역시","15세미만",356775,183205,173570
"2021","인천광역시","65세이상",432149,189585,242564
"2021","광주광역시","합계",1475262,732088,743174
"2021","광주광역시","15~19세",77867,40062,37805
"2021","광주광역시","20~24세",111615,57114,54501
"2021","광주광역시","25~29세",108975,57475,51500
"2021","광주광역시","30~34세",87425,45429,41996
"2021","광주광역시","35~39세",100313,51200,49113
"2021","광주광역시","40~44세",115496,57517,57979
"2021","광주광역시","45~49세",123506,61806,61700
"2021","광주광역시","50~54세",128776,64241,64535
"2021","광주광역시","55~59세",111082,55676,55406
"2021","광주광역시","60~64세",104581,50920,53661
"2021","광주광역시","15세미만",189309,97380,91929
"2021","광주광역시","65세이상",216317,93268,123049
"2021","대전광역시","합계",1479740,740481,739259
"2021","대전광역시","15~19세",78502,41386,37116
"2021","대전광역시","20~24세",120355,62073,58282
"2021","대전광역시","25~29세",114451,62133,52318
"2021","대전광역시","30~34세",93871,50231,43640
"2021","대전광역시","35~39세",97511,50060,47451
"2021","대전광역시","40~44세",110452,55051,55401
"2021","대전광역시","45~49세",118451,58917,59534
"2021","대전광역시","50~54세",128354,63875,64479
"2021","대전광역시","55~59세",109814,54891,54923
"2021","대전광역시","60~64세",110624,53963,56661
"2021","대전광역시","15세미만",176486,90746,85740
"2021","대전광역시","65세이상",220869,97155,123714
"2021","울산광역시","합계",1120753,578207,542546
"2021","울산광역시","15~19세",50920,27400,23520
"2021","울산광역시","20~24세",62607,36277,26330
"2021","울산광역시","25~29세",74109,42469,31640
"2021","울산광역시","30~34세",69957,38538,31419
"2021","울산광역시","35~39세",80244,42084,38160
"2021","울산광역시","40~44세",91723,47870,43853
"2021","울산광역시","45~49세",92115,46281,45834
"2021","울산광역시","50~54세",106836,52747,54089
"2021","울산광역시","55~59세",100277,52104,48173
"2021","울산광역시","60~64세",92550,46838,45712
"2021","울산광역시","15세미만",148647,76826,71821
"2021","울산광역시","65세이상",150768,68773,81995
"2021","세종특별자치시","합계",366227,183616,182611
"2021","세종특별자치시","15~19세",19452,9719,9733
"2021","세종특별자치시","20~24세",19793,10415,9378
"2021","세종특별자치시","25~29세",21559,11192,10367
"2021","세종특별자치시","30~34세",26697,13158,13539
"2021","세종특별자치시","35~39세",34311,16848,17463
"2021","세종특별자치시","40~44세",37893,18750,19143
"2021","세종특별자치시","45~49세",32533,16889,15644
"2021","세종특별자치시","50~54세",27097,14247,12850
"2021","세종특별자치시","55~59세",20287,10434,9853
"2021","세종특별자치시","60~64세",19271,9589,9682
"2021","세종특별자치시","15세미만",71607,36428,35179
"2021","세종특별자치시","65세이상",35727,15947,19780
"2021","경기도","합계",13652529,6898723,6753806
"2021","경기도","15~19세",624696,320223,304473
"2021","경기도","20~24세",820998,430376,390622
"2021","경기도","25~29세",988655,535522,453133
"2021","경기도","30~34세",944395,503662,440733
"2021","경기도","35~39세",1048051,547566,500485
"2021","경기도","40~44세",1144257,588866,555391
"2021","경기도","45~49세",1158611,590700,567911
"2021","경기도","50~54세",1214132,608361,605771
"2021","경기도","55~59세",1071438,544215,527223
"2021","경기도","60~64세",994733,497454,497279
"2021","경기도","15세미만",1767807,905149,862658
"2021","경기도","65세이상",1874756,826629,1048127
"2021","강원특별자치도","합계",1521890,767067,754823
"2021","강원특별자치도","15~19세",68221,35983,32238
"2021","강원특별자치도","20~24세",94687,53523,41164
"2021","강원특별자치도","25~29세",89340,51264,38076
"2021","강원특별자치도","30~34세",77596,41847,35749
"2021","강원특별자치도","35~39세",86696,45071,41625
"2021","강원특별자치도","40~44세",101110,51349,49761
"2021","강원특별자치도","45~49세",113419,58337,55082
"2021","강원특별자치도","50~54세",130156,66998,63158
"2021","강원특별자치도","55~59세",127653,65062,62591
"2021","강원특별자치도","60~64세",144351,71862,72489
"2021","강원특별자치도","15세미만",164532,84493,80039
"2021","강원특별자치도","65세이상",324129,141278,182851
"2021","충청북도","합계",1624764,828073,796691
"2021","충청북도","15~19세",74333,38856,35477
"2021","충청북도","20~24세",104543,57048,47495
"2021","충청북도","25~29세",109466,63488,45978
"2021","충청북도","30~34세",96856,53699,43157
"2021","충청북도","35~39세",106838,56792,50046
"2021","충청북도","40~44세",115376,60308,55068
"2021","충청북도","45~49세",123134,63538,59596
"2021","충청북도","50~54세",139405,71068,68337
"2021","충청북도","55~59세",130685,67367,63318
"2021","충청북도","60~64세",137471,69364,68107
"2021","충청북도","15세미만",191173,98059,93114
"2021","충청북도","65세이상",295484,128486,166998
"2021","충청남도","합계",2175960,1116818,1059142
"2021","충청남도","15~19세",102279,53049,49230
"2021","충청남도","20~24세",133478,71315,62163
"2021","충청남도","25~29세",134304,77079,57225
"2021","충청남도","30~34세",132294,73946,58348
"2021","충청남도","35~39세",151521,82072,69449
"2021","충청남도","40~44세",165136,88911,76225
"2021","충청남도","45~49세",167069,88887,78182
"2021","충청남도","50~54세",178200,94286,83914
"2021","충청남도","55~59세",163026,85599,77427
"2021","충청남도","60~64세",169640,85800,83840
"2021","충청남도","15세미만",267671,137727,129944
"2021","충청남도","65세이상",411342,178147,233195
"2021","전라북도","합계",1787053,891295,895758
"2021","전라북도","15~19세",87145,46109,41036
"2021","전라북도","20~24세",118283,65327,52956
"2021","전라북도","25~29세",106105,58432,47673
"2021","전라북도","30~34세",87868,46480,41388
